STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,LENGTH_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,COST_OF_WORKS_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,LENGTH_OF_ROAD_WORK_COMPLETED,NO_OF_BRIDGES_COMPLETED,EXPENDITURE_OCCURED,NO_OF_ROAD_WORKS_ BALANCE,LENGTH_OF_ROAD_WORK_BALANCE,NO_OF_BRIDGES_BALANCE
Jharkhand,Purbi Singhbhum,PMGSY-III,17,178.091,12,151.07022,2,110.88,0,39.4691,15,66.336,12
Jharkhand,Ramgarh,PMGSY-I,112,398.595,9,142.54375,112,383.529,9,109.2116,0,0,0
Jharkhand,Ramgarh,PMGSY-II,3,42.7,0,26.83655,3,42.43,0,20.65,0,0,0
Jharkhand,Ramgarh,RCPLWEA,6,18.83,4,33.04645,5,18.255,1,28.5111,1,0.412,3
Jharkhand,Ramgarh,PMGSY-III,9,66.747,3,47.60234,0,0,0,3.875,9,66.747,3
Jharkhand,Ranchi,PMGSY-I,403,1134.065,12,446.65972,402,1111.493,12,392.1997,1,0,0
Jharkhand,Ranchi,PMGSY-II,10,113.575,0,70.3437,10,112.405,0,56.6188,0,0,0
Jharkhand,Ranchi,RCPLWEA,1,5.54,1,8.2123,1,5.54,0,7.3471,0,0,1
Jharkhand,Ranchi,PMGSY-III,22,203.407,2,130.5189,0,15.745,0,6.5862,22,187.662,2
Jharkhand,Sahibganj,PMGSY-I,119,449.62,1,177.78706,119,428.877,1,155.8556,0,0,0
Jharkhand,Sahibganj,PMGSY-II,8,56.4,0,38.0902,8,56.4,0,34.1855,0,0,0
Jharkhand,Sahibganj,PMGSY-III,23,196.575,6,140.8152,6,52.75,0,52.7147,17,143.825,6
Jharkhand,Saraikela Kharsawan,PMGSY-I,200,675.932,3,226.6499,196,616.539,3,197.7627,4,13.528,0
Jharkhand,Saraikela Kharsawan,PMGSY-II,7,52.16,0,30.79855,7,52.045,0,28.775,0,0,0
Jharkhand,Saraikela Kharsawan,RCPLWEA,15,131.527,9,110.35551,10,127.312,6,105.8599,5,4.215,3
Jharkhand,Saraikela Kharsawan,PMGSY-III,17,159.875,2,96.29145,1,32.804,0,27.0567,16,127.071,2
Jharkhand,Saraikela Kharsawan,PM-JANMAN,1,10.5,1,,0,0,0,0,1,10.5,1
Jharkhand,Simdega,PMGSY-I,269,1035.664,6,365.31852,268,1001.908,6,377.3504,1,0,0
Jharkhand,Simdega,PMGSY-II,3,18.74,0,9.55143,3,18.738,0,6.8547,0,0,0
Jharkhand,Simdega,RCPLWEA,5,34.7,5,49.0022,3,14.5,3,31.7552,2,20.2,2
Jharkhand,Simdega,PMGSY-III,8,95.037,2,75.24856,0,23.2,0,22.3866,8,71.837,2
Karnataka,Bagalkot,PMGSY-I,99,456.97,1,83.132,99,456.82,1,85.3671,0,0,0
Karnataka,Bagalkot,PMGSY-II,8,69.78,0,30.3636,8,69.6,0,30.8468,0,0,0
Karnataka,Bagalkot,PMGSY-III,34,208.76,12,130.58325,23,178.814,12,116.0278,11,28.15,0
Karnataka,Bangalore R,PMGSY-I,114,591.9,0,106.2548,114,591.9,0,109.9389,0,0,0
Karnataka,Bangalore R,PMGSY-II,12,69.68,0,25.1195,12,68.603,0,25.6851,0,0,0
Karnataka,Bangalore R,PMGSY-III,16,105.25,0,63.27428,16,101.89,0,58.5513,0,0,0
Karnataka,Bangalore U,PMGSY-I,62,330.9,0,73.1629,62,330.9,0,81.0467,0,0,0
Karnataka,Bangalore U,PMGSY-II,10,54.67,0,18.7393,10,52.416,0,17.9575,0,0,0
Karnataka,Bangalore U,PMGSY-III,12,108.44,0,88.1428,11,105.03,0,71.4078,1,3.42,0
Karnataka,Belgaum,PMGSY-I,152,822.41,1,153.6108,152,822.21,1,155.1956,0,0,0
Karnataka,Belgaum,PMGSY-II,18,123.41,0,58.9269,18,120.54,0,58.9131,0,0,0
Karnataka,Belgaum,PMGSY-III,52,360.327,1,219.20854,49,339.297,1,199.0037,3,10.307,0
Karnataka,Bellary,PMGSY-I,103,613.73,6,117.3064,103,613.73,6,125.0896,0,0,0
Karnataka,Bellary,PMGSY-II,8,70.02,2,31.8604,8,68.31,2,30.1544,0,0,0
Karnataka,Bellary,PMGSY-III,29,214.017,1,132.70317,25,182.555,1,118.2398,4,27.12,0
Karnataka,Bidar,PMGSY-I,97,507.76,0,102.6897,97,507.76,0,118.0037,0,0,0
Karnataka,Bidar,PMGSY-II,10,70.02,0,34.0262,10,69.48,0,33.7712,0,0,0
Karnataka,Bidar,PMGSY-III,35,189.06,0,102.67988,25,170.461,0,88.7556,10,16.4,0
Karnataka,Bijapur,PMGSY-I,98,575.32,0,120.587,98,575.32,0,127.2759,0,0,0
Karnataka,Bijapur,PMGSY-II,7,70,0,33.8041,7,69.43,0,33.1704,0,0,0
Karnataka,Bijapur,PMGSY-III,33,238.02,0,143.9942,28,218.055,0,137.3114,5,12.25,0
Karnataka,Chamarajanagar,PMGSY-I,68,315.695,0,57.0738,68,315.695,0,69.2926,0,0,0
Karnataka,Chamarajanagar,PMGSY-II,8,69.74,0,27.4781,8,71.44,0,28.4693,0,0,0
Karnataka,Chamarajanagar,PMGSY-III,17,111.285,0,57.26696,17,108.93,0,56.9493,0,0,0
Karnataka,Chickballapur,PMGSY-I,113,547.87,0,104.0092,113,547.87,0,120.9034,0,0,0
Karnataka,Chickballapur,PMGSY-II,10,68.42,0,25.4236,10,68.42,0,25.1018,0,0,0
Karnataka,Chickballapur,PMGSY-III,17,157.79,0,85.5812,17,155.083,0,86.535,0,0,0
Karnataka,Chickmagalur,PMGSY-I,118,572.31,1,122.8202,118,572.31,1,139.3843,0,0,0
Karnataka,Chickmagalur,PMGSY-II,8,70.8,0,36.6656,8,71.5,0,32.7366,0,0,0
Karnataka,Chickmagalur,PMGSY-III,29,223.918,14,184.03962,29,222.42,12,181.4655,0,0,2
Karnataka,Chitradurga,PMGSY-I,124,528.6,3,94.7622,124,528.6,3,109.2394,0,0,0
Karnataka,Chitradurga,PMGSY-II,10,69.78,0,32.4102,10,69.29,0,33.5742,0,0,0
Karnataka,Chitradurga,PMGSY-III,26,168.18,0,88.6759,26,167.91,0,85.3367,0,0,0
Karnataka,Dakshina Kannada,PMGSY-I,138,534.93,2,163.3416,138,534.93,2,208.7448,0,0,0
Karnataka,Dakshina Kannada,PMGSY-II,14,90.51,2,57.2209,14,90.2,2,59.1035,0,0,0
Karnataka,Dakshina Kannada,PMGSY-III,21,172.595,7,151.51757,21,172.02,7,157.0584,0,0,0
Karnataka,Davanagere,PMGSY-I,161,625.34,0,131.3145,161,622.735,0,160.5346,0,0,0
Karnataka,Davanagere,PMGSY-II,10,69.28,0,33.3206,10,67.03,0,33.6692,0,0,0
Karnataka,Davanagere,PMGSY-III,19,184.239,1,118.95733,18,179.899,1,115.7977,1,2.1,0
Karnataka,Dharwad,PMGSY-I,65,438.49,1,91.2239,65,438.295,1,103.9181,0,0,0
Karnataka,Dharwad,PMGSY-II,8,58.47,0,26.9067,8,56.54,0,26.3361,0,0,0
Karnataka,Dharwad,PMGSY-III,22,164.51,16,132.0631,17,145.046,13,122.1903,5,16.99,3
Karnataka,Gadag,PMGSY-I,55,417.46,0,82.8703,55,417.46,0,98.2365,0,0,0
Karnataka,Gadag,PMGSY-II,12,89.75,0,41.844,12,76.655,0,39.6803,0,0,0
Karnataka,Gadag,PMGSY-III,21,167.28,17,117.99868,21,162.266,16,121.4691,0,0,1
Karnataka,Gulbarga,PMGSY-I,87,746.158,7,146.7877,87,746.158,7,157.4206,0,0,0
Karnataka,Gulbarga,PMGSY-II,7,90.93,0,42.5675,7,89.62,0,41.1667,0,0,0
Karnataka,Gulbarga,PMGSY-III,38,260.944,4,185.16889,36,247.787,3,164.0209,2,1.775,1
Karnataka,Hassan,PMGSY-I,199,628.11,0,129.815,199,628.46,0,145.1988,0,0,0
Karnataka,Hassan,PMGSY-II,14,75.33,0,33.5213,14,74.676,0,35.6829,0,0,0
Karnataka,Hassan,PMGSY-III,44,226.715,2,163.68895,38,218.276,2,153.2669,6,7.895,0
Karnataka,Haveri,PMGSY-I,112,705.52,1,162.3088,112,705.543,1,195.5453,0,0,0
Karnataka,Haveri,PMGSY-II,12,70,0,30.4975,12,69.035,0,29.6601,0,0,0
Karnataka,Haveri,PMGSY-III,26,213.83,4,149.84251,20,187.535,3,113.5359,6,21.095,1
Karnataka,Kodagu,PMGSY-I,46,169.9,1,42.7033,46,169.9,1,50.2141,0,0,0
Karnataka,Kodagu,PMGSY-II,6,40.07,2,28.9295,6,40.11,2,30.5761,0,0,0
Karnataka,Kodagu,PMGSY-III,13,83.838,0,59.01469,13,82.948,0,61.9655,0,0,0
Karnataka,Kolar,PMGSY-I,103,614.29,0,117.9051,103,614.53,0,125.7489,0,0,0
Karnataka,Kolar,PMGSY-II,10,64.99,0,24.0913,10,64.95,0,24.9098,0,0,0
Karnataka,Kolar,PMGSY-III,20,159.655,0,95.16425,20,159.647,0,92.9337,0,0,0
Karnataka,Koppal,PMGSY-I,103,535.45,2,115.1323,103,535.45,2,115.97,0,0,0
Karnataka,Koppal,PMGSY-II,7,70.2,0,21.3982,7,70.195,0,18.6394,0,0,0
Karnataka,Koppal,PMGSY-III,19,138.626,1,82.32219,15,111.14,0,74.224,4,24.71,1
Karnataka,Mandya,PMGSY-I,119,514.115,1,92.7478,119,514.115,1,97.7989,0,0,0
Karnataka,Mandya,PMGSY-II,11,70.27,0,24.5324,11,70.27,0,25.3148,0,0,0
Karnataka,Mandya,PMGSY-III,32,189.635,0,118.2531,30,185.326,0,106.9389,2,0,0
Karnataka,Mysore,PMGSY-I,140,592.755,1,105.7215,140,592.775,1,120.5464,0,0,0
Karnataka,Mysore,PMGSY-II,16,100.12,0,48.3633,16,117.13,0,48.7997,0,0,0
Karnataka,Mysore,PMGSY-III,34,205.611,2,135.56569,23,176.261,1,127.5892,11,27.49,1
Karnataka,Raichur,PMGSY-I,138,763.582,4,148.9996,138,763.582,4,159.5051,0,0,0
Karnataka,Raichur,PMGSY-II,7,68.07,0,33.3638,7,66.22,0,31.0503,0,0,0
Karnataka,Raichur,PMGSY-III,24,177.95,3,119.72044,13,153.862,0,105.7463,11,15.985,3
Karnataka,Ramnagar,PMGSY-I,74,282.09,0,46.1142,74,282.09,0,53.2614,0,0,0
Karnataka,Ramnagar,PMGSY-II,10,60.11,0,19.9574,10,55.708,0,18.7171,0,0,0
Karnataka,Ramnagar,PMGSY-III,22,106.65,0,59.5909,16,97.167,0,49.3821,6,8.535,0
Karnataka,Shimoga,PMGSY-I,169,735.48,0,159.3763,169,735.635,0,189.7799,0,0,0
Karnataka,Shimoga,PMGSY-II,13,100.89,1,48.1741,13,97.695,1,43.6212,0,0,0
Karnataka,Shimoga,PMGSY-III,31,190.025,6,133.15624,30,175.221,2,110.5624,1,1.18,4
Karnataka,Tumkur,PMGSY-I,178,964.53,0,179.6927,178,964.68,0,205.5554,0,0,0
Karnataka,Tumkur,PMGSY-II,16,128.77,0,59.5497,16,128.24,0,51.2594,0,0,0
Karnataka,Tumkur,PMGSY-III,51,300.526,5,190.41821,44,291.688,5,172.4817,7,8.631,0
Karnataka,Udupi,PMGSY-I,101,383.01,1,98.7032,101,383.01,1,109.9806,0,0,0
Karnataka,Udupi,PMGSY-II,12,58.65,4,43.7056,12,57.99,4,42.1541,0,0,0
Karnataka,Udupi,PMGSY-III,24,148.502,7,137.2723,24,145.275,7,141.3939,0,0,0
Karnataka,Uttara Kannada,PMGSY-I,105,604.202,2,140.7259,105,604.202,2,171.0855,0,0,0
Karnataka,Uttara Kannada,PMGSY-II,15,90,0,51.3631,15,89.14,0,43.5927,0,0,0
Karnataka,Uttara Kannada,PMGSY-III,47,300.7,13,217.79293,41,277.723,11,222.6378,6,16.765,2
Karnataka,Yadgir,PMGSY-I,36,240.49,1,48.2724,36,240.49,1,52.9383,0,0,0
Karnataka,Yadgir,PMGSY-II,5,38.448,0,18.1973,5,37.73,0,17.3365,0,0,0
Karnataka,Yadgir,PMGSY-III,18,130.975,0,84.04193,15,123.338,0,82.131,3,7.36,0
Kerala,Alappuzha,PMGSY-I,70,97.508,0,40.0772,69,93.501,0,45.8334,1,1.58,0
Kerala,Alappuzha,PMGSY-II,11,25.124,0,18.12222,9,20.102,0,11.6237,2,4.96,0
Kerala,Alappuzha,PMGSY-III,16,71.31,0,44.53573,0,6.352,0,7.1474,16,64.958,0
Kerala,Ernakulam,PMGSY-I,65,130.695,1,53.7921,65,130.318,1,58.5513,0,0,0
Kerala,Ernakulam,PMGSY-II,9,32.228,1,29.43626,9,29.669,1,21.9672,0,0,0
Kerala,Ernakulam,PMGSY-III,24,135.676,0,100.58808,3,44.995,0,25.8966,21,90.093,0
Kerala,Idukki,PMGSY-I,112,401.094,0,219.63918,107,382.744,0,235.2901,5,17.993,0
Kerala,Idukki,PMGSY-II,12,58.557,0,52.115,11,58.06,0,43.2253,1,0.45,0
Kerala,Idukki,PMGSY-III,21,120.916,0,97.91515,3,24.82,0,24.4462,18,96.094,0
Kerala,Kannur,PMGSY-I,131,367.308,0,156.0058,131,365.138,0,194.083,0,0,0
Kerala,Kannur,PMGSY-II,9,49.057,2,50.73585,6,48.022,2,39.4743,3,0.543,0
Kerala,Kannur,PMGSY-III,15,90.577,0,84.27848,4,30.971,0,21.7449,11,59.63,0
Kerala,Kasaragod,PMGSY-I,96,247.091,0,110.9047,96,246.73,0,124.4521,0,0,0
Kerala,Kasaragod,PMGSY-II,8,39.141,0,31.55872,6,30.203,0,22.9404,2,8.938,0
Kerala,Kasaragod,PMGSY-III,13,70.907,0,55.63142,4,23.831,0,12.3588,9,46.739,0
Kerala,Kollam,PMGSY-I,78,166.137,0,64.0191,78,165.962,0,67.8229,0,0,0
Kerala,Kollam,PMGSY-II,11,44.755,0,38.4829,11,44.71,0,33.4289,0,0,0
Kerala,Kollam,PMGSY-III,23,99.737,0,64.38951,2,14.769,0,13.0112,21,83.399,0
Kerala,Kottayam,PMGSY-I,61,151.898,0,74.0742,59,143.087,0,91.701,2,6.883,0
Kerala,Kottayam,PMGSY-II,13,42.982,0,32.1583,12,41.428,0,25.7073,1,1.253,0
Kerala,Kottayam,PMGSY-III,23,101.052,0,78.97784,6,27.905,0,19.3301,17,73.116,0
Kerala,Kozhikode,PMGSY-I,131,289.146,0,133.6686,131,288.693,0,148.3,0,0,0
Kerala,Kozhikode,PMGSY-II,9,28.656,0,27.23771,9,28.448,0,23.9511,0,0,0
Kerala,Kozhikode,PMGSY-III,13,69.185,0,74.39003,2,9.338,0,8.9958,11,59.645,0
Kerala,Malappuram,PMGSY-I,136,344.148,0,149.7968,136,338.265,0,162.9113,0,0,0
Kerala,Malappuram,PMGSY-II,12,46.897,0,31.51363,12,46.861,0,26.7286,0,0,0
Kerala,Malappuram,PMGSY-III,28,118.826,0,99.61968,11,47.056,0,34.2861,17,71.733,0
Kerala,Palakkad,PMGSY-I,85,277.88,0,163.3612,84,267.416,0,171.2763,1,3.77,0
Kerala,Palakkad,PMGSY-II,14,56.473,0,45.02302,14,56.343,0,35.7413,0,0,0
Kerala,Palakkad,PMGSY-III,18,102.416,0,90.36409,2,43.788,0,19.848,16,58.537,0
Kerala,Pathanamthitta,PMGSY-I,78,186.627,0,88.0831,75,174.127,0,106.5896,3,8,0
Kerala,Pathanamthitta,PMGSY-II,10,28.112,0,21.7898,10,28.002,0,18.1261,0,0,0
Kerala,Pathanamthitta,PMGSY-III,9,38.819,0,27.49593,0,10.362,0,8.2746,9,28.457,0
Kerala,Thiruvananthapuram,PMGSY-I,175,282.963,0,127.6997,174,280.467,0,141.342,1,2.31,0
Kerala,Thiruvananthapuram,PMGSY-II,13,58.735,0,45.2943,13,58.735,0,38.0261,0,0,0
Kerala,Thiruvananthapuram,PMGSY-III,21,102.663,0,76.4447,5,40.859,0,28.9731,16,60.612,0
Kerala,Thrissur,PMGSY-I,113,229.874,0,82.2317,113,229.152,0,91.0409,0,0,0
Kerala,Thrissur,PMGSY-II,11,35.671,0,22.2808,11,34.788,0,16.919,0,0,0
Kerala,Thrissur,PMGSY-III,20,89.81,0,68.83654,5,45.103,0,30.3016,15,44.339,0
Kerala,Wayanad,PMGSY-I,43,136.004,0,54.6217,43,134.354,0,46.0956,0,0,0
Kerala,Wayanad,PMGSY-II,7,36.5,0,34.0362,7,36.37,0,26.6839,0,0,0
Kerala,Wayanad,PMGSY-III,11,69.09,0,62.79247,2,26.268,0,12.2945,9,42.822,0
Ladakh,Kargil,PMGSY-I,88,624.385,2,488.9227,83,594.99,2,442.2754,5,13.5,0
Ladakh,Kargil,PMGSY-II,8,43.3,1,54.9769,6,41.85,1,47.1125,2,1.6,0
Ladakh,Kargil,PMGSY-III,27,209.43,0,228.9736,0,0,0,0,27,209.43,0
Ladakh,Leh,PMGSY-I,40,499.73,0,317.1121,38,397.405,0,250.656,2,21.9,0
Ladakh,Leh,PMGSY-II,5,36.03,0,33.0628,5,35.992,0,27.3756,0,0,0
Ladakh,Leh,PMGSY-III,23,208.935,0,209.48455,0,0,0,0,23,208.935,0
Madhya Pradesh,Agar,PMGSY-I,211,783.07,9,288.8866,211,772.568,9,255.4793,0,0,0
Madhya Pradesh,Agar,PMGSY-II,4,78.47,6,55.9781,4,77.614,6,50.1109,0,0,0
Madhya Pradesh,Agar,PMGSY-III,16,151.774,17,133.7087,12,140.908,8,73.9765,4,7.695,9
Madhya Pradesh,Alirajpur,PMGSY-I,304,1286.98,24,448.0477,304,1235.33,24,504.9899,0,0,0
Madhya Pradesh,Alirajpur,PMGSY-II,3,38.55,0,24.43456,3,38.82,0,21.0181,0,0,0
Madhya Pradesh,Alirajpur,PMGSY-III,21,205.02,20,189.05843,21,200.374,12,102.7929,0,0,8
Madhya Pradesh,Anuppur,PMGSY-I,269,1093.975,6,308.0774,269,1065.674,6,294.2849,0,0,0
Madhya Pradesh,Anuppur,PMGSY-II,3,69.85,0,43.8586,3,65.6,0,34.6857,0,0,0
Madhya Pradesh,Anuppur,PMGSY-III,15,156.181,1,99.98494,12,154.126,0,74.3583,3,0.98,1
Madhya Pradesh,Anuppur,PM-JANMAN,14,29.39,0,,0,0,0,0,14,29.39,0
Madhya Pradesh,Ashok Nagar,PMGSY-I,258,969.985,5,350.8048,258,922.727,4,327.4758,0,0,1
Madhya Pradesh,Ashok Nagar,PMGSY-II,7,57.235,2,38.9466,7,56.171,2,35.6292,0,0,0
Madhya Pradesh,Ashok Nagar,PMGSY-III,12,170.99,8,148.04461,12,170.034,7,122.1967,0,0,1
Madhya Pradesh,Ashok Nagar,PM-JANMAN,2,2.56,0,,0,0,0,0,2,2.56,0
Madhya Pradesh,Balaghat,PMGSY-I,581,2289.165,9,608.85235,578,2228.783,9,619.7855,3,8.745,0
Madhya Pradesh,Balaghat,PMGSY-II,13,152.395,5,91.9018,11,147.515,5,82.4429,2,4.6,0
Madhya Pradesh,Balaghat,RCPLWEA,35,337.47,43,477.24568,1,74.3,11,210.4722,34,262.17,32
Madhya Pradesh,Balaghat,PMGSY-III,30,382.282,8,251.85357,28,376.547,5,144.7606,2,2.4,3
Madhya Pradesh,Balaghat,PM-JANMAN,11,38.41,0,,0,0,0,0,11,38.41,0
Madhya Pradesh,Barwani,PMGSY-I,326,1460.21,28,491.59813,326,1372.078,28,516.1499,0,0,0
Madhya Pradesh,Barwani,PMGSY-II,11,104.689,18,90.48632,11,104.694,18,70.5735,0,0,0
Madhya Pradesh,Barwani,PMGSY-III,34,264.127,22,208.16833,17,243.643,16,132.7718,17,19.637,6
Madhya Pradesh,Betul,PMGSY-I,660,2682.815,38,922.72559,660,2551.232,38,939.7999,0,0,0
Madhya Pradesh,Betul,PMGSY-II,16,193.142,7,143.43732,16,188.772,7,131.6025,0,0,0
Madhya Pradesh,Betul,PMGSY-III,35,378.413,26,351.13862,20,359.51,0,200.0604,15,12.636,26
Madhya Pradesh,Bhind,PMGSY-I,425,1392.868,1,399.4797,425,1364.16,1,354.1227,0,0,0
Madhya Pradesh,Bhind,PMGSY-II,5,66.78,0,51.2411,5,66.528,0,53.8182,0,0,0
Madhya Pradesh,Bhind,PMGSY-III,22,192.832,2,128.80379,17,182.285,2,97.4798,5,8.645,0
Madhya Pradesh,Bhopal,PMGSY-I,122,384.04,2,149.6057,122,349.71,2,140.4538,0,0,0
Madhya Pradesh,Bhopal,PMGSY-II,2,51.23,1,42.4647,2,50.202,1,36.7711,0,0,0
Madhya Pradesh,Bhopal,PMGSY-III,7,79.61,5,74.5744,2,39.799,0,26.9363,5,39.525,5
Madhya Pradesh,Burhanpur,PMGSY-I,117,530.611,26,212.94647,117,467.807,26,202.7889,0,0,0
Madhya Pradesh,Burhanpur,PMGSY-II,6,28.95,1,20.2889,6,28.88,1,16.1756,0,0,0
Madhya Pradesh,Burhanpur,PMGSY-III,10,80.375,13,74.8902,3,68.461,5,31.2701,7,11.35,8
Madhya Pradesh,Chhatarpur,PMGSY-I,485,1920.965,4,532.60199,485,1869.575,4,512.6195,0,0,0
Madhya Pradesh,Chhatarpur,PMGSY-II,17,121.83,5,74.59624,17,121.967,5,67.8781,0,0,0
Madhya Pradesh,Chhatarpur,PMGSY-III,41,323.33,4,214.9184,24,275.332,2,121.9411,17,46.84,2
Madhya Pradesh,Chhindwara,PMGSY-I,845,3419.285,17,1109.39039,845,3318.126,15,1079.0576,0,0,2
Madhya Pradesh,Chhindwara,PMGSY-II,9,197.48,13,148.0918,9,189.237,13,132.1138,0,0,0
Madhya Pradesh,Chhindwara,PMGSY-III,30,435.541,43,384.76969,18,376.615,6,219.3097,12,56.915,37
Madhya Pradesh,Damoh,PMGSY-I,290,1032.78,5,327.17,290,1006.959,5,304.0001,0,0,0
Madhya Pradesh,Damoh,PMGSY-II,6,138.571,4,79.7324,5,136.31,4,71.5239,1,2.2,0
Madhya Pradesh,Damoh,PMGSY-III,19,283.775,19,229.04376,19,275.94,11,173.1883,0,0,8
Madhya Pradesh,Datia,PMGSY-I,222,813.455,2,235.85814,222,798.663,2,198.1627,0,0,0
Madhya Pradesh,Datia,PMGSY-II,3,44.542,0,29.9998,3,44.542,0,24.1808,0,0,0
Madhya Pradesh,Datia,PMGSY-III,12,110.343,2,98.05289,11,108.342,1,64.0338,1,1.15,1
Madhya Pradesh,Datia,PM-JANMAN,2,2.4,0,,0,0,0,0,2,2.4,0
Madhya Pradesh,Dewas,PMGSY-I,374,1422.735,22,539.7617,374,1362.9,22,514.5918,0,0,0
Madhya Pradesh,Dewas,PMGSY-II,6,95.19,0,64.6193,6,93.056,0,58.3559,0,0,0
Madhya Pradesh,Dewas,PMGSY-III,19,235.752,28,178.94771,17,231.582,12,108.0869,2,1.35,16
Madhya Pradesh,Dhar,PMGSY-I,683,2717.93,47,940.72515,683,2592.773,46,902.1474,0,0,1
Madhya Pradesh,Dhar,PMGSY-II,11,196.205,16,172.1021,11,189.208,16,148.5201,0,0,0
Madhya Pradesh,Dhar,PMGSY-III,46,540.855,75,569.03278,42,531.112,50,346.4684,4,7.155,25
Madhya Pradesh,Dindori,PMGSY-I,444,1694.995,4,458.4714,444,1662.499,4,450.2527,0,0,0
Madhya Pradesh,Dindori,PMGSY-II,7,83.21,4,53.39352,6,78.877,4,55.6662,1,5.4,0
Madhya Pradesh,Dindori,PMGSY-III,23,262.155,5,197.15199,20,254.194,0,103.3622,3,4.915,5
Madhya Pradesh,Dindori,PM-JANMAN,20,47.05,0,,0,0,0,0,20,47.05,0
Madhya Pradesh,Guna,PMGSY-I,322,1330.761,2,460.9418,322,1284.584,0,418.2637,0,0,2
Madhya Pradesh,Guna,PMGSY-II,6,82.38,3,64.37521,6,80.237,3,57.459,0,0,0
Madhya Pradesh,Guna,PMGSY-III,18,253.305,12,219.01579,16,240.424,6,155.1039,2,10.28,6
Madhya Pradesh,Guna,PM-JANMAN,4,10.56,0,,0,0,0,0,4,10.56,0
Madhya Pradesh,Gwalior,PMGSY-I,183,641.945,5,208.9239,183,615.651,5,179.8316,0,0,0
Madhya Pradesh,Gwalior,PMGSY-II,11,82.775,2,61.2194,11,83.531,2,53.241,0,0,0
Madhya Pradesh,Gwalior,PMGSY-III,16,159.66,8,141.10122,14,146.574,5,81.5431,2,10.7,3
Madhya Pradesh,Gwalior,PM-JANMAN,10,14.874,0,,0,0,0,0,10,14.874,0
Madhya Pradesh,Harda,PMGSY-I,128,728.87,14,237.52875,128,663.859,14,251.2175,0,0,0
Madhya Pradesh,Harda,PMGSY-II,3,59.86,1,38.31338,3,57.5,1,36.4251,0,0,0
Madhya Pradesh,Harda,PMGSY-III,11,117.94,9,84.12113,7,101.952,3,58.1898,4,15.37,6
Madhya Pradesh,Hoshangabad,PMGSY-I,302,1090.065,6,384.5404,302,1039.871,6,419.6596,0,0,0
Madhya Pradesh,Hoshangabad,PMGSY-II,11,107.129,3,83.76794,11,106.112,3,83.6187,0,0,0
Madhya Pradesh,Hoshangabad,PMGSY-III,25,270.328,15,199.08407,15,227.505,9,121.5877,10,39.46,6
Madhya Pradesh,Indore,PMGSY-I,186,652.707,33,312.78738,186,623.737,33,320.0978,0,0,0
Madhya Pradesh,Indore,PMGSY-II,4,75.825,6,54.8604,4,69.022,6,50.7731,0,0,0
Madhya Pradesh,Indore,PMGSY-III,13,151.12,20,179.26063,5,110.143,8,80.4978,8,40.57,12
Madhya Pradesh,Jabalpur,PMGSY-I,298,1038.875,14,365.25971,298,988.98,12,356.1171,0,0,2
Madhya Pradesh,Jabalpur,PMGSY-II,12,88.569,1,55.16428,12,88.128,1,48.6699,0,0,0
Madhya Pradesh,Jabalpur,PMGSY-III,29,266.125,8,191.48912,25,241.732,1,109.5312,4,21.055,7
Madhya Pradesh,Jhabua,PMGSY-I,402,1606.875,17,496.37632,402,1562.114,16,469.2355,0,0,1
Madhya Pradesh,Jhabua,PMGSY-II,7,89.85,7,52.26852,7,89.38,7,46.7523,0,0,0
Madhya Pradesh,Jhabua,PMGSY-III,22,228.838,23,184.2143,21,227.506,16,129.257,1,0.55,7
Madhya Pradesh,Katni,PMGSY-I,280,999.498,7,292.26152,280,971.897,6,294.9095,0,0,1
Madhya Pradesh,Katni,PMGSY-II,7,85.295,2,49.5771,7,83.757,2,42.2851,0,0,0
Madhya Pradesh,Katni,PMGSY-III,25,229.589,3,155.29346,20,219.808,0,120.1677,5,5.615,3
Madhya Pradesh,Khandwa,PMGSY-I,323,1300.552,34,455.78852,323,1185.083,34,409.7413,0,0,0
Madhya Pradesh,Khandwa,PMGSY-II,7,93.43,4,57.5434,7,93.025,4,46.0649,0,0,0
Madhya Pradesh,Khandwa,PMGSY-III,27,272.342,33,229.7278,12,181.646,12,84.5613,15,89.262,21
Madhya Pradesh,Khargone,PMGSY-I,479,2052.005,38,696.55118,479,1952.571,37,640.905,0,0,1
Madhya Pradesh,Khargone,PMGSY-II,9,176.148,12,135.58831,9,176.508,11,118.2883,0,0,1
Madhya Pradesh,Khargone,PMGSY-III,20,343.565,37,292.1011,17,336.401,22,173.4707,3,3.715,15
Madhya Pradesh,Mandla,PMGSY-I,544,1947.315,9,511.81466,544,1927.235,8,488.1591,0,0,1
Madhya Pradesh,Mandla,PMGSY-II,7,110.23,3,74.66595,7,107.63,3,67.4492,0,0,0
Madhya Pradesh,Mandla,RCPLWEA,2,8.675,3,13.00472,2,8.627,3,12.7727,0,0,0
Madhya Pradesh,Mandla,PMGSY-III,25,291.573,7,199.1078,21,286.753,3,108.6691,4,4.14,4
Madhya Pradesh,Mandla,PM-JANMAN,14,33.19,0,,0,0,0,0,14,33.19,0
